date,part_id,sex,time,weather,irrad_a,irrad_b,distance_m,treatment,colour,lightness,order,side,detected
5/5/2017,p2,f,13.1,ps,NA,NA,4,GL,G,low,1,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,5,YL,Y,low,2,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,3,BL,B,low,3,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,4,YL,Y,low,4,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,2,B,B,high,5,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,5,G,G,high,6,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,3,Y,Y,high,7,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,5,GL,G,low,8,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,5,C,C,high,9,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,2,Y,Y,high,10,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,3,G,G,high,11,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,2,BL,B,low,12,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,3,YL,Y,low,13,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,5,B,B,high,14,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,2,GL,G,low,15,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,4,BL,B,low,16,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,2,C,C,high,17,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,3,B,B,high,18,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,2,YL,Y,low,19,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,4,G,G,high,20,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,5,BL,B,low,21,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,3,C,C,high,22,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,5,Y,Y,high,23,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,4,B,B,high,24,right,1
5/5/2017,p2,f,13.1,ps,NA,NA,2,G,G,high,25,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,4,C,C,high,26,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,4,Y,Y,high,27,right,0
5/5/2017,p2,f,13.1,ps,NA,NA,3,GL,G,low,28,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,4,GL,G,low,1,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,5,YL,Y,low,2,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,3,BL,B,low,3,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,4,YL,Y,low,4,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,2,B,B,high,5,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,5,G,G,high,6,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,3,Y,Y,high,7,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,5,GL,G,low,8,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,5,C,C,high,9,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,2,Y,Y,high,10,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,3,G,G,high,11,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,2,BL,B,low,12,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,3,YL,Y,low,13,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,5,B,B,high,14,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,2,GL,G,low,15,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,4,BL,B,low,16,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,2,C,C,high,17,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,3,B,B,high,18,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,2,YL,Y,low,19,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,4,G,G,high,20,right,1
5/5/2017,p3,f,13.17,ps,NA,NA,5,BL,B,low,21,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,3,C,C,high,22,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,5,Y,Y,high,23,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,4,B,B,high,24,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,2,G,G,high,25,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,4,C,C,high,26,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,4,Y,Y,high,27,right,0
5/5/2017,p3,f,13.17,ps,NA,NA,3,GL,G,low,28,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,4,GL,G,low,1,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,5,YL,Y,low,2,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,3,BL,B,low,3,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,4,YL,Y,low,4,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,2,B,B,high,5,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,5,G,G,high,6,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,3,Y,Y,high,7,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,5,GL,G,low,8,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,5,C,C,high,9,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,2,Y,Y,high,10,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,3,G,G,high,11,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,2,BL,B,low,12,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,3,YL,Y,low,13,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,5,B,B,high,14,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,2,GL,G,low,15,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,4,BL,B,low,16,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,2,C,C,high,17,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,3,B,B,high,18,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,2,YL,Y,low,19,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,4,G,G,high,20,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,5,BL,B,low,21,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,3,C,C,high,22,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,5,Y,Y,high,23,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,4,B,B,high,24,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,2,G,G,high,25,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,4,C,C,high,26,right,0
5/5/2017,p4,f,13.23,ps,NA,NA,4,Y,Y,high,27,right,1
5/5/2017,p4,f,13.23,ps,NA,NA,3,GL,G,low,28,right,1
5/5/2017,p5,m,13.3,sh,NA,NA,4,GL,G,low,1,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,5,YL,Y,low,2,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,3,BL,B,low,3,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,4,YL,Y,low,4,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,2,B,B,high,5,right,1
5/5/2017,p5,m,13.3,sh,NA,NA,5,G,G,high,6,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,3,Y,Y,high,7,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,5,GL,G,low,8,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,5,C,C,high,9,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,2,Y,Y,high,10,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,3,G,G,high,11,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,2,BL,B,low,12,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,3,YL,Y,low,13,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,5,B,B,high,14,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,2,GL,G,low,15,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,4,BL,B,low,16,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,2,C,C,high,17,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,3,B,B,high,18,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,2,YL,Y,low,19,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,4,G,G,high,20,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,5,BL,B,low,21,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,3,C,C,high,22,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,5,Y,Y,high,23,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,4,B,B,high,24,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,2,G,G,high,25,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,4,C,C,high,26,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,4,Y,Y,high,27,right,0
5/5/2017,p5,m,13.3,sh,NA,NA,3,GL,G,low,28,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,4,GL,G,low,1,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,5,YL,Y,low,2,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,3,BL,B,low,3,right,1
5/5/2017,p6,f,13.36,sh,NA,NA,4,YL,Y,low,4,right,1
5/5/2017,p6,f,13.36,sh,NA,NA,2,B,B,high,5,right,1
5/5/2017,p6,f,13.36,sh,NA,NA,5,G,G,high,6,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,3,Y,Y,high,7,right,1
5/5/2017,p6,f,13.36,sh,NA,NA,5,GL,G,low,8,right,1
5/5/2017,p6,f,13.36,sh,NA,NA,5,C,C,high,9,right,1
5/5/2017,p6,f,13.36,sh,NA,NA,2,Y,Y,high,10,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,3,G,G,high,11,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,2,BL,B,low,12,right,1
5/5/2017,p6,f,13.36,sh,NA,NA,3,YL,Y,low,13,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,5,B,B,high,14,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,2,GL,G,low,15,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,4,BL,B,low,16,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,2,C,C,high,17,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,3,B,B,high,18,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,2,YL,Y,low,19,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,4,G,G,high,20,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,5,BL,B,low,21,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,3,C,C,high,22,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,5,Y,Y,high,23,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,4,B,B,high,24,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,2,G,G,high,25,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,4,C,C,high,26,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,4,Y,Y,high,27,right,0
5/5/2017,p6,f,13.36,sh,NA,NA,3,GL,G,low,28,right,1
5/5/2017,p7,m,13.42,su,NA,NA,4,GL,G,low,1,right,0
5/5/2017,p7,m,13.42,su,NA,NA,5,YL,Y,low,2,right,0
5/5/2017,p7,m,13.42,su,NA,NA,3,BL,B,low,3,right,0
5/5/2017,p7,m,13.42,su,NA,NA,4,YL,Y,low,4,right,0
5/5/2017,p7,m,13.42,su,NA,NA,2,B,B,high,5,right,1
5/5/2017,p7,m,13.42,su,NA,NA,5,G,G,high,6,right,0
5/5/2017,p7,m,13.42,su,NA,NA,3,Y,Y,high,7,right,1
5/5/2017,p7,m,13.42,su,NA,NA,5,GL,G,low,8,right,0
5/5/2017,p7,m,13.42,su,NA,NA,5,C,C,high,9,right,0
5/5/2017,p7,m,13.42,su,NA,NA,2,Y,Y,high,10,right,1
5/5/2017,p7,m,13.42,su,NA,NA,3,G,G,high,11,right,0
5/5/2017,p7,m,13.42,su,NA,NA,2,BL,B,low,12,right,1
5/5/2017,p7,m,13.42,su,NA,NA,3,YL,Y,low,13,right,1
5/5/2017,p7,m,13.42,su,NA,NA,5,B,B,high,14,right,0
5/5/2017,p7,m,13.42,su,NA,NA,2,GL,G,low,15,right,1
5/5/2017,p7,m,13.42,su,NA,NA,4,BL,B,low,16,right,0
5/5/2017,p7,m,13.42,su,NA,NA,2,C,C,high,17,right,1
5/5/2017,p7,m,13.42,su,NA,NA,3,B,B,high,18,right,0
5/5/2017,p7,m,13.42,su,NA,NA,2,YL,Y,low,19,right,1
5/5/2017,p7,m,13.42,su,NA,NA,4,G,G,high,20,right,0
5/5/2017,p7,m,13.42,su,NA,NA,5,BL,B,low,21,right,0
5/5/2017,p7,m,13.42,su,NA,NA,3,C,C,high,22,right,0
5/5/2017,p7,m,13.42,su,NA,NA,5,Y,Y,high,23,right,0
5/5/2017,p7,m,13.42,su,NA,NA,4,B,B,high,24,right,0
5/5/2017,p7,m,13.42,su,NA,NA,2,G,G,high,25,right,0
5/5/2017,p7,m,13.42,su,NA,NA,4,C,C,high,26,right,0
5/5/2017,p7,m,13.42,su,NA,NA,4,Y,Y,high,27,right,0
5/5/2017,p7,m,13.42,su,NA,NA,3,GL,G,low,28,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,2,GL,G,low,1,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,4,BL,B,low,2,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,4,YL,Y,low,3,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,2,B,B,high,4,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,5,C,C,high,5,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,5,G,G,high,6,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,4,GL,G,low,7,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,5,YL,Y,low,8,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,4,B,B,high,9,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,2,G,G,high,10,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,4,C,C,high,11,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,3,Y,Y,high,12,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,5,GL,G,low,13,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,2,YL,Y,low,14,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,2,C,C,high,15,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,3,B,B,high,16,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,3,BL,B,low,17,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,2,Y,Y,high,18,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,4,G,G,high,19,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,3,YL,Y,low,20,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,2,BL,B,low,21,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,4,Y,Y,high,22,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,3,GL,G,low,23,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,3,C,C,high,24,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,3,G,G,high,25,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,5,B,B,high,26,right,1
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,5,Y,Y,high,27,right,0
9/5/2017,p8,f,11.16,ps,i00_0001,i00_0002,5,BL,B,low,28,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,2,GL,G,low,1,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,4,BL,B,low,2,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,4,YL,Y,low,3,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,2,B,B,high,4,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,5,C,C,high,5,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,5,G,G,high,6,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,4,GL,G,low,7,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,5,YL,Y,low,8,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,4,B,B,high,9,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,2,G,G,high,10,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,4,C,C,high,11,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,3,Y,Y,high,12,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,5,GL,G,low,13,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,2,YL,Y,low,14,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,2,C,C,high,15,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,3,B,B,high,16,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,3,BL,B,low,17,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,2,Y,Y,high,18,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,4,G,G,high,19,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,3,YL,Y,low,20,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,2,BL,B,low,21,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,4,Y,Y,high,22,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,3,GL,G,low,23,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,3,C,C,high,24,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,3,G,G,high,25,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,5,B,B,high,26,right,1
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,5,Y,Y,high,27,right,0
9/5/2017,p9,m,11.22,ps,i00_0004,i00_0005,5,BL,B,low,28,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,2,GL,G,low,1,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,4,BL,B,low,2,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,4,YL,Y,low,3,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,2,B,B,high,4,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,5,C,C,high,5,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,5,G,G,high,6,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,4,GL,G,low,7,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,5,YL,Y,low,8,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,4,B,B,high,9,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,2,G,G,high,10,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,4,C,C,high,11,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,3,Y,Y,high,12,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,5,GL,G,low,13,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,2,YL,Y,low,14,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,2,C,C,high,15,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,3,B,B,high,16,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,3,BL,B,low,17,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,2,Y,Y,high,18,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,4,G,G,high,19,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,3,YL,Y,low,20,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,2,BL,B,low,21,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,4,Y,Y,high,22,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,3,GL,G,low,23,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,3,C,C,high,24,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,3,G,G,high,25,right,1
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,5,B,B,high,26,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,5,Y,Y,high,27,right,0
9/5/2017,p10,m,11.37,ps,i00_0006,i00_0007,5,BL,B,low,28,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,2,GL,G,low,1,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,4,BL,B,low,2,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,4,YL,Y,low,3,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,2,B,B,high,4,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,5,C,C,high,5,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,5,G,G,high,6,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,4,GL,G,low,7,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,5,YL,Y,low,8,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,4,B,B,high,9,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,2,G,G,high,10,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,4,C,C,high,11,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,3,Y,Y,high,12,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,5,GL,G,low,13,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,2,YL,Y,low,14,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,2,C,C,high,15,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,3,B,B,high,16,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,3,BL,B,low,17,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,2,Y,Y,high,18,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,4,G,G,high,19,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,3,YL,Y,low,20,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,2,BL,B,low,21,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,4,Y,Y,high,22,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,3,GL,G,low,23,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,3,C,C,high,24,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,3,G,G,high,25,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,5,B,B,high,26,right,1
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,5,Y,Y,high,27,right,0
9/5/2017,p11,m,12.24,ps,i00_0008,i00_0009,5,BL,B,low,28,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,2,GL,G,low,1,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,4,BL,B,low,2,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,4,YL,Y,low,3,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,2,B,B,high,4,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,5,C,C,high,5,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,5,G,G,high,6,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,4,GL,G,low,7,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,5,YL,Y,low,8,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,4,B,B,high,9,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,2,G,G,high,10,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,4,C,C,high,11,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,3,Y,Y,high,12,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,5,GL,G,low,13,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,2,YL,Y,low,14,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,2,C,C,high,15,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,3,B,B,high,16,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,3,BL,B,low,17,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,2,Y,Y,high,18,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,4,G,G,high,19,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,3,YL,Y,low,20,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,2,BL,B,low,21,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,4,Y,Y,high,22,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,3,GL,G,low,23,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,3,C,C,high,24,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,3,G,G,high,25,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,5,B,B,high,26,right,1
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,5,Y,Y,high,27,right,0
9/5/2017,p12,m,12.31,su,i00_0010,i00_0011,5,BL,B,low,28,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,2,GL,G,low,1,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,4,BL,B,low,2,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,4,YL,Y,low,3,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,2,B,B,high,4,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,5,C,C,high,5,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,5,G,G,high,6,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,4,GL,G,low,7,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,5,YL,Y,low,8,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,4,B,B,high,9,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,2,G,G,high,10,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,4,C,C,high,11,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,3,Y,Y,high,12,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,5,GL,G,low,13,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,2,YL,Y,low,14,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,2,C,C,high,15,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,3,B,B,high,16,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,3,BL,B,low,17,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,2,Y,Y,high,18,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,4,G,G,high,19,right,1
