date,part_id,sex,time,weather,irrad_a,irrad_b,distance_m,treatment,colour,lightness,order,side,detected
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,3,YL,Y,low,20,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,2,BL,B,low,21,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,4,Y,Y,high,22,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,3,GL,G,low,23,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,3,C,C,high,24,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,3,G,G,high,25,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,5,B,B,high,26,right,1
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,5,Y,Y,high,27,right,0
9/5/2017,p13,f,12.37,ps,i00_0012,i00_0013,5,BL,B,low,28,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,2,GL,G,low,1,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,4,BL,B,low,2,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,4,YL,Y,low,3,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,2,B,B,high,4,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,5,C,C,high,5,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,5,G,G,high,6,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,4,GL,G,low,7,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,5,YL,Y,low,8,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,4,B,B,high,9,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,2,G,G,high,10,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,4,C,C,high,11,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,3,Y,Y,high,12,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,5,GL,G,low,13,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,2,YL,Y,low,14,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,2,C,C,high,15,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,3,B,B,high,16,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,3,BL,B,low,17,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,2,Y,Y,high,18,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,4,G,G,high,19,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,3,YL,Y,low,20,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,2,BL,B,low,21,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,4,Y,Y,high,22,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,3,GL,G,low,23,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,3,C,C,high,24,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,3,G,G,high,25,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,5,B,B,high,26,right,0
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,5,Y,Y,high,27,right,1
9/5/2017,p14,f,12.5,ps,i00_0014,i00_0015,5,BL,B,low,28,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,2,GL,G,low,1,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,4,BL,B,low,2,right,0
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,4,YL,Y,low,3,right,0
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,2,B,B,high,4,right,0
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,5,C,C,high,5,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,5,G,G,high,6,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,4,GL,G,low,7,right,0
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,5,YL,Y,low,8,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,4,B,B,high,9,right,0
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,2,G,G,high,10,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,4,C,C,high,11,right,0
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,3,Y,Y,high,12,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,5,GL,G,low,13,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,2,YL,Y,low,14,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,2,C,C,high,15,right,0
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,3,B,B,high,16,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,3,BL,B,low,17,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,2,Y,Y,high,18,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,4,G,G,high,19,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,3,YL,Y,low,20,right,0
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,2,BL,B,low,21,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,4,Y,Y,high,22,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,3,GL,G,low,23,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,3,C,C,high,24,right,0
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,3,G,G,high,25,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,5,B,B,high,26,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,5,Y,Y,high,27,right,1
9/5/2017,p15,m,12.55,su,i00_0016,i00_0017,5,BL,B,low,28,right,1
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,2,GL,G,low,1,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,4,BL,B,low,2,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,4,YL,Y,low,3,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,2,B,B,high,4,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,5,C,C,high,5,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,5,G,G,high,6,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,4,GL,G,low,7,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,5,YL,Y,low,8,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,4,B,B,high,9,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,2,G,G,high,10,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,4,C,C,high,11,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,3,Y,Y,high,12,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,5,GL,G,low,13,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,2,YL,Y,low,14,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,2,C,C,high,15,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,3,B,B,high,16,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,3,BL,B,low,17,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,2,Y,Y,high,18,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,4,G,G,high,19,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,3,YL,Y,low,20,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,2,BL,B,low,21,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,4,Y,Y,high,22,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,3,GL,G,low,23,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,3,C,C,high,24,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,3,G,G,high,25,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,5,B,B,high,26,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,5,Y,Y,high,27,right,0
9/5/2017,p16,f,13,sh,i00_0020,i00_0021,5,BL,B,low,28,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,2,GL,G,low,1,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,4,BL,B,low,2,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,4,YL,Y,low,3,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,2,B,B,high,4,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,5,C,C,high,5,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,5,G,G,high,6,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,4,GL,G,low,7,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,5,YL,Y,low,8,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,4,B,B,high,9,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,2,G,G,high,10,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,4,C,C,high,11,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,3,Y,Y,high,12,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,5,GL,G,low,13,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,2,YL,Y,low,14,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,2,C,C,high,15,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,3,B,B,high,16,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,3,BL,B,low,17,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,2,Y,Y,high,18,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,4,G,G,high,19,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,3,YL,Y,low,20,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,2,BL,B,low,21,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,4,Y,Y,high,22,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,3,GL,G,low,23,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,3,C,C,high,24,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,3,G,G,high,25,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,5,B,B,high,26,right,1
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,5,Y,Y,high,27,right,0
9/5/2017,p17,m,13.14,sh,i00_0022,i00_0023,5,BL,B,low,28,right,1
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,2,GL,G,low,1,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,4,BL,B,low,2,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,4,YL,Y,low,3,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,2,B,B,high,4,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,5,C,C,high,5,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,5,G,G,high,6,right,1
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,4,GL,G,low,7,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,5,YL,Y,low,8,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,4,B,B,high,9,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,2,G,G,high,10,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,4,C,C,high,11,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,3,Y,Y,high,12,right,1
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,5,GL,G,low,13,right,1
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,2,YL,Y,low,14,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,2,C,C,high,15,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,3,B,B,high,16,right,1
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,3,BL,B,low,17,right,1
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,2,Y,Y,high,18,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,4,G,G,high,19,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,3,YL,Y,low,20,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,2,BL,B,low,21,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,4,Y,Y,high,22,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,3,GL,G,low,23,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,3,C,C,high,24,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,3,G,G,high,25,right,1
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,5,B,B,high,26,right,1
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,5,Y,Y,high,27,right,0
9/5/2017,p18,f,13.21,sh,i00_0025,i00_0026,5,BL,B,low,28,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,2,GL,G,low,1,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,4,BL,B,low,2,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,4,YL,Y,low,3,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,2,B,B,high,4,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,5,C,C,high,5,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,5,G,G,high,6,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,4,GL,G,low,7,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,5,YL,Y,low,8,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,4,B,B,high,9,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,2,G,G,high,10,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,4,C,C,high,11,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,3,Y,Y,high,12,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,5,GL,G,low,13,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,2,YL,Y,low,14,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,2,C,C,high,15,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,3,B,B,high,16,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,3,BL,B,low,17,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,2,Y,Y,high,18,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,4,G,G,high,19,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,3,YL,Y,low,20,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,2,BL,B,low,21,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,4,Y,Y,high,22,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,3,GL,G,low,23,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,3,C,C,high,24,right,0
9/5/2017,p19,f,13.4,sh,NA,NA,3,G,G,high,25,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,5,B,B,high,26,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,5,Y,Y,high,27,right,1
9/5/2017,p19,f,13.4,sh,NA,NA,5,BL,B,low,28,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,3,YL,Y,low,1,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,5,B,B,high,2,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,2,GL,G,low,3,right,1
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,4,BL,B,low,4,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,4,YL,Y,low,5,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,2,B,B,high,6,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,5,C,C,high,7,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,5,G,G,high,8,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,3,Y,Y,high,9,right,1
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,5,BL,B,low,10,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,5,GL,G,low,11,right,1
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,2,YL,Y,low,12,right,1
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,2,C,C,high,13,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,3,B,B,high,14,right,1
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,3,GL,G,low,15,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,3,BL,B,low,16,right,1
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,2,Y,Y,high,17,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,4,G,G,high,18,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,3,C,C,high,19,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,2,BL,B,low,20,right,1
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,5,Y,Y,high,21,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,4,GL,G,low,22,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,5,YL,Y,low,23,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,4,B,B,high,24,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,2,G,G,high,25,right,1
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,4,C,C,high,26,right,0
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,4,Y,Y,high,27,right,1
10/5/2017,p20,f,11.57,ps,i00_0029,i00_0030,3,G,G,high,28,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,3,YL,Y,low,1,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,5,B,B,high,2,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,2,GL,G,low,3,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,4,BL,B,low,4,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,4,YL,Y,low,5,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,2,B,B,high,6,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,5,C,C,high,7,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,5,G,G,high,8,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,3,Y,Y,high,9,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,5,BL,B,low,10,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,5,GL,G,low,11,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,2,YL,Y,low,12,right,1
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,2,C,C,high,13,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,3,B,B,high,14,right,1
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,3,GL,G,low,15,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,3,BL,B,low,16,right,1
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,2,Y,Y,high,17,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,4,G,G,high,18,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,3,C,C,high,19,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,2,BL,B,low,20,right,1
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,5,Y,Y,high,21,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,4,GL,G,low,22,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,5,YL,Y,low,23,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,4,B,B,high,24,right,1
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,2,G,G,high,25,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,4,C,C,high,26,right,0
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,4,Y,Y,high,27,right,1
10/5/2017,p21,m,12.11,ps,i00_0032,i00_0033,3,G,G,high,28,right,1
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,3,YL,Y,low,1,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,5,B,B,high,2,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,2,GL,G,low,3,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,4,BL,B,low,4,right,1
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,4,YL,Y,low,5,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,2,B,B,high,6,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,5,C,C,high,7,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,5,G,G,high,8,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,3,Y,Y,high,9,right,1
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,5,BL,B,low,10,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,5,GL,G,low,11,right,1
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,2,YL,Y,low,12,right,1
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,2,C,C,high,13,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,3,B,B,high,14,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,3,GL,G,low,15,right,1
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,3,BL,B,low,16,right,1
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,2,Y,Y,high,17,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,4,G,G,high,18,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,3,C,C,high,19,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,2,BL,B,low,20,right,1
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,5,Y,Y,high,21,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,4,GL,G,low,22,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,5,YL,Y,low,23,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,4,B,B,high,24,right,1
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,2,G,G,high,25,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,4,C,C,high,26,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,4,Y,Y,high,27,right,0
10/5/2017,p22,m,12.16,ps,i00_0034,i00_0035,3,G,G,high,28,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,3,YL,Y,low,1,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,5,B,B,high,2,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,2,GL,G,low,3,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,4,BL,B,low,4,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,4,YL,Y,low,5,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,2,B,B,high,6,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,5,C,C,high,7,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,5,G,G,high,8,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,3,Y,Y,high,9,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,5,BL,B,low,10,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,5,GL,G,low,11,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,2,YL,Y,low,12,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,2,C,C,high,13,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,3,B,B,high,14,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,3,GL,G,low,15,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,3,BL,B,low,16,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,2,Y,Y,high,17,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,4,G,G,high,18,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,3,C,C,high,19,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,2,BL,B,low,20,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,5,Y,Y,high,21,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,4,GL,G,low,22,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,5,YL,Y,low,23,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,4,B,B,high,24,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,2,G,G,high,25,right,1
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,4,C,C,high,26,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,4,Y,Y,high,27,right,0
10/5/2017,p23,m,12.21,ps,i00_0036,i00_0037,3,G,G,high,28,right,1
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,3,YL,Y,low,1,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,5,B,B,high,2,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,2,GL,G,low,3,right,1
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,4,BL,B,low,4,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,4,YL,Y,low,5,right,1
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,2,B,B,high,6,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,5,C,C,high,7,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,5,G,G,high,8,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,3,Y,Y,high,9,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,5,BL,B,low,10,right,1
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,5,GL,G,low,11,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,2,YL,Y,low,12,right,1
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,2,C,C,high,13,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,3,B,B,high,14,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,3,GL,G,low,15,right,1
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,3,BL,B,low,16,right,1
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,2,Y,Y,high,17,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,4,G,G,high,18,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,3,C,C,high,19,right,0
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,2,BL,B,low,20,right,1
10/5/2017,p24,m,12.38,su,i00_0038,i00_0039,5,Y,Y,high,21,right,0
