wl,GL,G,BL,B,YL,Y,C,bkg
366.41,32.759,59.083,38.555,64.004,51.254,72.509,12.171,6.572
366.61,32.706,59.197,38.789,64.327,51.359,72.716,12.202,6.564
366.81,32.707,59.231,38.917,64.515,51.531,72.851,11.879,6.408
367.02,32.885,59.292,38.984,64.586,51.449,73.267,12.041,6.575
367.22,32.892,59.314,39.246,64.895,51.62,73.314,12.129,6.62
367.43,33.124,59.603,39.393,65.159,51.731,73.39,12.394,6.665
367.63,33.343,59.679,39.676,65.312,51.745,73.489,12.603,6.391
367.83,33.574,59.901,39.839,65.51,51.701,73.521,12.466,6.173
368.04,33.675,59.919,39.95,65.65,51.816,73.688,12.566,6.032
368.24,33.724,60.043,40.026,65.621,51.851,73.915,12.625,6.23
368.45,33.864,60.077,40.206,65.801,52.001,73.873,12.283,5.959
368.65,34.082,60.033,40.369,65.942,51.99,73.721,12.245,5.94
368.85,34.116,60.14,40.334,66.158,52.174,73.725,12.365,6.15
369.06,34.313,60.321,40.647,66.216,52.154,73.837,12.742,5.843
369.26,34.368,60.381,40.863,66.424,52.253,73.89,12.564,5.944
369.47,34.559,60.504,41.131,66.442,52.37,74.011,12.817,6.062
369.67,34.468,60.446,41.162,66.657,52.591,73.923,13.031,6.127
369.87,34.58,60.524,41.498,66.977,52.445,73.985,13.186,6.276
370.08,34.492,60.501,41.637,67.025,52.467,73.923,13.049,6.035
370.28,34.282,60.539,41.827,67.235,52.521,73.953,13.169,5.902
370.49,34.357,60.601,41.978,67.482,52.455,73.95,13.01,5.802
370.69,34.541,60.701,42.156,67.721,52.33,74.28,13.041,5.695
370.89,34.655,60.688,42.339,67.867,52.402,74.021,13.375,5.716
371.1,34.903,60.703,42.574,67.992,52.345,73.919,13.613,5.633
371.3,34.993,60.758,42.872,67.846,52.349,73.724,13.646,5.294
371.51,35.076,60.844,43.057,67.828,52.331,73.578,13.577,5.093
371.71,35.043,60.843,43.217,67.924,52.479,73.539,13.575,5.099
371.91,34.982,60.877,43.303,68.07,52.394,73.603,13.633,5.234
372.12,34.678,60.816,43.589,68.18,52.341,73.707,13.577,5.266
372.32,34.97,60.933,43.879,68.247,52.184,73.585,13.678,5.386
372.53,35.031,60.732,44.002,68.363,52.3,73.34,13.641,5.091
372.73,34.976,60.814,44.219,68.563,52.214,73.287,13.958,5.276
372.93,34.822,60.904,44.444,68.582,52.202,73.494,14.133,5.246
373.14,34.89,60.904,44.674,68.667,52.247,73.501,14.058,5.084
373.34,34.827,60.848,44.731,68.578,52.299,73.534,13.866,5.303
373.54,35.267,61.155,45.194,68.962,52.229,73.561,14.828,5.103
373.75,35.162,61.231,45.195,69.194,52.128,73.51,14.875,4.913
373.95,35.32,61.404,45.416,69.26,51.993,73.524,14.891,4.938
374.16,35.325,61.443,45.442,69.213,52.066,73.537,14.99,4.835
374.36,35.341,61.507,45.655,69.434,52.036,73.582,15.128,4.947
374.56,35.5,61.526,45.708,69.483,52.02,73.565,14.964,4.679
374.77,35.572,61.552,45.816,69.553,51.903,73.38,15.134,4.846
374.97,35.535,61.486,45.83,69.729,51.924,73.133,15.29,4.923
375.17,35.554,61.536,45.845,69.714,51.802,73.258,15.109,4.75
375.38,35.715,61.752,45.996,69.675,51.729,73.368,15.159,4.928
375.58,35.538,61.702,46.136,70.066,51.696,73.229,15.483,5.213
375.79,35.514,61.682,46.198,70.276,51.42,73.199,15.448,5.289
375.99,35.648,61.639,46.286,70.324,51.179,73.05,15.386,5.467
376.19,35.704,61.647,46.282,70.548,51.094,72.94,15.528,5.496
376.4,35.884,61.641,46.308,70.607,51.023,72.876,15.622,5.553
376.6,35.752,61.474,46.373,70.687,50.845,72.734,15.804,5.536
376.8,35.689,61.658,46.399,70.681,50.607,72.826,15.879,5.599
377.01,35.756,61.557,46.447,70.797,50.534,72.705,15.95,5.631
377.21,35.759,61.541,46.536,70.902,50.401,72.467,15.944,5.403
377.42,35.631,61.537,46.596,71.068,50.289,72.445,16.05,5.349
377.62,35.629,61.543,46.782,71.291,50.223,72.359,16.333,5.319
377.82,35.225,61.251,46.595,71.142,49.93,72.235,15.599,5.58
378.03,35.243,61.334,46.678,71.135,49.725,72.182,15.58,5.672
378.23,35.168,61.176,46.87,71.232,49.671,72.158,15.761,5.553
378.43,35.12,61.219,46.952,71.409,49.625,72.05,15.932,5.455
378.64,35.198,61.253,47.067,71.555,49.405,71.899,15.995,5.292
378.84,35.123,61.294,47.335,71.768,49.213,71.767,16.118,5.463
379.04,35.102,61.321,47.384,71.803,49.117,71.8,16.213,5.218
379.25,35.03,61.149,47.646,71.949,48.94,71.817,16.038,5.199
379.45,34.985,61.074,47.928,72.132,48.867,71.78,16.19,5.203
379.65,34.851,61.034,47.969,72.247,48.846,71.692,16.326,5.082
379.86,35.002,61.113,48.179,72.286,48.793,71.637,16.251,4.813
380.06,35.144,61.251,48.344,72.383,48.699,71.586,16.302,5.097
380.27,34.971,61.236,48.435,72.596,48.525,71.53,16.654,4.946
380.47,34.93,61.251,48.63,72.586,48.412,71.51,16.633,4.851
380.67,34.915,61.368,48.761,72.738,48.321,71.361,16.805,4.728
380.88,34.807,61.459,48.816,72.828,48.428,71.361,16.863,4.555
381.08,34.83,61.494,48.977,73.013,48.391,71.416,17.351,4.655
381.28,34.71,61.516,49.175,73.174,48.304,71.387,17.302,4.599
381.49,34.65,61.533,49.348,73.268,48.265,71.407,17.301,4.806
381.69,34.815,61.536,49.465,73.236,48.249,71.4,17.426,5.086
381.89,34.822,61.473,49.45,73.169,48.07,71.322,17.249,5.106
382.1,34.907,61.39,49.564,73.271,48.074,71.099,17.453,5.166
382.3,34.917,61.26,49.825,73.329,48.117,70.985,17.55,4.982
382.5,34.911,61.233,49.963,73.351,47.947,70.867,17.254,5.107
382.71,34.906,61.151,50.272,73.358,47.766,70.766,17.318,5.438
382.91,34.867,61.151,50.325,73.403,47.753,70.757,17.609,5.554
383.11,34.775,61.16,50.244,73.262,47.689,70.729,17.789,5.545
383.32,34.748,61.045,50.495,73.4,47.736,70.652,17.873,5.66
383.52,34.767,61.107,50.606,73.449,47.672,70.495,18.041,5.707
383.72,34.828,61.211,50.689,73.426,47.444,70.423,18.096,5.74
383.93,34.837,61.08,50.839,73.574,47.333,70.287,18.132,5.889
384.13,34.808,61.105,50.924,73.719,47.12,70.033,18.129,6.231
384.33,34.74,60.921,51.11,73.867,46.887,70.083,18.191,5.984
384.54,34.766,60.871,51.391,73.998,46.773,70.131,18.054,6.076
384.74,34.593,60.738,51.575,74.155,46.711,69.918,17.981,6.037
384.94,34.501,60.618,51.707,74.214,46.611,69.772,18.131,6.075
385.15,34.542,60.471,51.883,74.49,46.458,69.723,18.338,6.131
385.35,34.458,60.287,52.153,74.708,46.375,69.576,18.247,6.098
385.55,34.393,60.24,52.217,74.754,46.201,69.563,18.448,6.162
385.76,34.303,60.089,52.333,75.054,46.074,69.418,18.737,6.244
385.96,34.101,59.933,52.566,75.334,45.827,69.197,18.763,5.944
386.16,33.959,59.86,52.683,75.529,45.726,69.208,18.976,5.916
386.37,33.881,59.795,52.887,75.682,45.554,69.159,18.943,5.845
386.57,33.696,59.685,52.932,75.814,45.48,69.065,19.047,6.153
386.77,33.573,59.704,53.009,75.94,45.37,68.935,19.4,6.088
386.98,33.544,59.686,52.993,76.224,45.287,68.928,19.443,6.061
387.18,33.359,59.447,53.094,76.269,45.146,68.701,19.469,6
387.38,33.242,59.197,53.335,76.547,45.08,68.509,19.532,5.861
387.58,33.044,59.123,53.46,76.649,44.88,68.372,19.546,5.883
387.79,32.915,58.987,53.732,76.708,44.625,68.363,19.847,5.923
387.99,32.685,58.811,53.876,76.881,44.53,68.179,19.969,5.916
388.19,32.62,58.803,53.887,76.814,44.338,68.117,20.061,5.683
388.4,32.47,58.56,54.016,76.84,44.197,68.164,20.345,5.615
388.6,32.258,58.406,53.933,76.815,44.195,67.991,20.442,5.771
388.8,32.076,58.226,53.942,76.727,44.151,67.764,20.494,5.747
389.01,31.972,58.193,54.016,76.802,43.974,67.701,20.648,5.863
389.21,31.894,58.059,54.163,76.933,43.841,67.53,20.66,5.857
389.41,31.665,58.012,54.299,76.909,43.692,67.354,20.638,5.886
389.62,31.643,58.013,54.422,76.967,43.512,67.245,20.439,5.9
389.82,31.591,57.876,54.583,76.983,43.434,67.215,20.438,5.885
390.02,31.567,57.789,54.593,76.907,43.228,67.109,20.288,5.564
390.22,31.513,57.732,54.6,76.862,43.061,66.958,20.345,5.625
390.43,31.428,57.593,54.779,76.936,42.871,66.601,20.343,5.714
390.63,31.201,57.418,54.895,76.99,42.787,66.587,20.274,5.677
390.83,31.072,57.282,55.047,77.162,42.585,66.449,20.321,5.665
391.04,30.968,57.134,55.172,77.264,42.33,66.309,20.371,5.74
391.24,30.702,56.946,55.25,77.249,42.102,66.176,20.141,5.679
391.44,30.523,56.849,55.443,77.422,41.844,66.013,20.117,5.696
391.65,30.306,56.774,55.588,77.362,41.646,65.931,20.032,5.891
391.85,30.199,56.58,55.65,77.376,41.452,65.711,20.005,5.889
392.05,30.019,56.495,55.641,77.404,41.306,65.401,19.725,5.757
392.25,29.933,56.384,55.743,77.436,41.128,65.224,19.744,5.753
392.46,29.729,56.212,55.857,77.584,40.925,64.961,19.711,5.843
392.66,29.488,56.078,55.86,77.689,40.723,64.723,19.444,5.738
392.86,29.326,55.957,56.012,77.776,40.582,64.556,19.565,5.622
393.07,29.238,55.823,56.075,77.868,40.245,64.436,19.453,5.618
393.27,29.143,55.648,56.114,77.88,40.05,64.312,19.392,5.619
393.47,28.898,55.351,56.153,77.938,39.794,64.326,19.339,5.592
393.67,28.847,55.176,56.202,77.982,39.578,64.166,19.178,5.495
393.88,28.539,54.832,56.223,77.993,39.248,64.02,19.225,5.531
394.08,28.27,54.605,56.267,78.074,39.006,63.756,19.009,5.455
394.28,27.972,54.488,56.449,78.104,38.831,63.532,19.084,5.572
394.49,27.607,54.239,56.533,78.141,38.577,63.396,19.012,5.659
394.69,27.406,54.055,56.626,78.255,38.349,63.35,18.768,5.53
394.89,27.234,53.985,56.68,78.308,38.048,63.09,18.681,5.483
395.09,27.081,53.835,56.833,78.362,37.787,62.894,18.624,5.476
395.3,26.934,53.702,56.869,78.303,37.624,62.667,18.396,5.484
395.5,26.635,53.444,57.021,78.303,37.472,62.387,18.515,5.47
395.7,26.552,53.363,57.07,78.331,37.29,62.308,18.524,5.465
395.91,26.407,53.064,57.14,78.41,37.084,62.074,18.49,5.326
396.11,26.226,52.937,57.272,78.52,36.822,61.851,18.508,5.117
396.31,26.091,52.794,57.312,78.567,36.531,61.751,18.595,5.081
396.51,25.924,52.659,57.323,78.633,36.319,61.559,18.441,5.149
396.72,25.723,52.424,57.47,78.695,36.041,61.398,18.364,5.324
396.92,25.547,52.292,57.68,78.739,35.774,61.108,18.433,5.271
397.12,25.365,52.109,57.866,78.933,35.478,60.885,18.313,5.411
397.32,25.021,51.918,57.974,79.066,35.299,60.682,18.423,5.263
397.53,24.723,51.602,58.078,79.128,35.015,60.423,18.505,5.183
397.73,24.54,51.576,58.128,79.126,34.78,60.096,18.566,5.162
397.93,24.296,51.445,58.213,79.188,34.514,59.789,18.437,5.182
398.14,24.162,51.357,58.173,79.256,34.347,59.472,18.3,5.106
398.34,23.98,51.251,58.297,79.379,33.96,59.206,18.31,5.113
398.54,23.855,50.976,58.304,79.463,33.727,58.982,18.207,5.293
398.74,23.777,50.78,58.41,79.527,33.451,58.705,18.073,5.247
398.95,23.617,50.648,58.499,79.608,33.198,58.416,18.341,5.444
399.15,23.445,50.428,58.571,79.689,32.907,58.289,18.389,5.606
399.35,23.232,50.211,58.532,79.595,32.642,58.03,18.285,5.537
399.55,23.052,49.936,58.611,79.767,32.237,57.93,18.229,5.388
399.76,23.046,49.851,58.65,79.85,31.946,57.757,18.232,5.142
399.96,22.825,49.574,58.773,79.806,31.591,57.411,18.031,5.184
400.16,22.651,49.402,58.799,79.842,31.304,57.173,17.815,5.196
400.36,22.456,49.212,58.894,79.829,31.078,56.999,17.624,5.354
400.57,22.267,49,58.955,79.82,30.845,56.65,17.572,5.364
400.77,22.095,48.814,59.158,79.943,30.595,56.479,17.472,5.274
400.97,21.875,48.611,59.216,79.981,30.374,56.247,17.479,5.064
401.17,21.781,48.356,59.205,80.009,30.15,56.182,17.243,4.989
401.38,21.591,48.122,59.191,79.888,29.891,55.935,17.086,4.735
401.58,21.426,47.877,59.3,79.898,29.701,55.705,16.952,4.898
401.78,21.354,47.785,59.314,79.91,29.464,55.487,16.719,4.825
401.98,21.269,47.638,59.442,79.865,29.242,55.266,16.517,4.846
402.19,21.164,47.482,59.506,79.968,29.018,55.21,16.531,5.011
402.39,21.043,47.313,59.705,80.071,28.788,55.042,16.495,5.119
402.59,20.912,47.172,59.802,80.103,28.656,54.856,16.468,5.203
402.79,20.728,47.027,59.807,80.157,28.364,54.773,16.467,5.141
403,20.585,46.929,59.874,80.276,28.144,54.587,16.382,5.266
403.2,20.439,46.814,59.861,80.177,28.003,54.406,16.24,5.248
403.4,20.341,46.635,59.825,80.101,27.889,54.252,16.081,5.221
403.6,20.275,46.479,59.947,80.207,27.724,54.113,15.914,5.124
403.8,20.134,46.343,59.92,80.254,27.682,53.98,15.849,5.272
404.01,19.966,46.144,59.94,80.267,27.448,53.772,15.66,5.409
404.21,19.775,46.023,59.844,80.296,27.331,53.658,15.471,5.295
404.41,19.733,46.061,59.908,80.441,27.097,53.542,15.461,5.374
404.61,19.629,45.931,59.885,80.476,26.95,53.492,15.409,5.331
404.82,19.461,45.723,59.973,80.617,26.773,53.422,15.168,5.289
405.02,19.27,45.551,59.866,80.566,26.573,53.261,15.147,5.392
405.22,19.079,45.382,59.896,80.634,26.429,53.044,14.878,5.358
405.42,18.961,45.316,59.945,80.754,26.24,52.877,15.022,5.418
405.63,18.815,45.198,59.869,80.655,26.119,52.8,14.897,5.532
405.83,18.764,45.157,59.87,80.676,25.912,52.667,14.73,5.504
406.03,18.647,44.981,60.031,80.787,25.818,52.552,14.649,5.614
406.23,18.499,44.767,59.996,80.941,25.693,52.477,14.536,5.452
406.43,18.226,44.569,60.001,80.914,25.522,52.337,14.615,5.417
406.64,18.093,44.48,60.025,80.876,25.413,52.15,14.516,5.376
406.84,18.03,44.249,60.046,80.934,25.228,52.092,14.489,5.28
407.04,17.954,44.179,60.037,80.863,25.118,51.879,14.463,5.277
407.24,17.782,43.986,59.957,80.736,25.029,51.841,14.514,5.29
407.45,17.73,43.841,60.016,80.826,24.821,51.709,14.295,5.366
407.65,17.558,43.609,60.18,80.936,24.593,51.431,14.085,5.117
407.85,17.39,43.485,60.122,80.888,24.429,51.311,14.192,5.247
408.05,17.207,43.342,60.338,80.955,24.256,51.095,14.242,5.149
408.25,17.091,43.209,60.4,80.959,24.245,50.999,14.008,4.972
408.46,16.976,43.024,60.507,81.037,24.145,50.953,13.947,5.171
408.66,16.812,42.765,60.541,80.994,24.191,50.903,13.942,5.292
408.86,16.645,42.508,60.525,81.104,24.033,50.695,13.922,5.397
409.06,16.565,42.386,60.45,81.103,23.925,50.668,14.012,5.572
409.26,16.541,42.2,60.519,81.164,23.833,50.565,13.843,5.47
409.47,16.463,42.029,60.575,81.21,23.777,50.501,13.862,5.59
409.67,16.29,41.791,60.575,81.145,23.675,50.293,13.689,5.513
409.87,16.197,41.583,60.709,81.251,23.544,50.167,13.658,5.486
410.07,16.104,41.353,60.804,81.362,23.34,50.064,13.65,5.521
410.27,16.021,41.231,60.705,81.331,23.137,49.903,13.459,5.53
410.48,15.896,40.993,60.782,81.303,22.992,49.734,13.488,5.73
410.68,15.822,40.779,60.853,81.21,22.861,49.481,13.174,5.66
410.88,15.67,40.48,60.875,81.192,22.646,49.268,13.046,5.574
411.08,15.509,40.295,60.869,81.183,22.555,48.994,12.834,5.579
411.28,15.34,40.031,60.937,81.221,22.36,48.755,12.627,5.697
411.49,15.199,39.827,61.093,81.289,22.144,48.574,12.305,5.552
411.69,15.072,39.579,61.151,81.443,22.022,48.454,12.264,5.538
411.89,14.939,39.342,61.26,81.547,21.948,48.248,12.439,5.752
412.09,14.758,39.03,61.367,81.732,21.79,48.043,12.229,5.723
412.29,14.619,38.81,61.27,81.615,21.532,47.811,11.846,5.73
412.5,14.509,38.556,61.272,81.656,21.228,47.563,11.886,5.927
412.7,14.4,38.353,61.299,81.574,21.046,47.279,11.763,5.945
412.9,14.232,38.124,61.359,81.674,20.752,46.866,11.635,5.847
413.1,14.059,37.916,61.382,81.534,20.524,46.552,11.358,5.738
413.3,13.852,37.638,61.486,81.557,20.325,46.235,11.055,5.701
413.51,13.549,37.274,61.479,81.464,20.087,45.935,10.968,5.885
413.71,13.412,37.063,61.48,81.43,19.828,45.681,10.799,5.945
413.91,13.128,36.756,61.544,81.455,19.61,45.406,10.533,6.032
414.11,12.961,36.498,61.603,81.537,19.409,45.117,10.38,6.055
414.31,12.718,36.192,61.608,81.476,19.216,44.783,10.113,5.935
414.51,12.454,35.82,61.629,81.468,18.956,44.522,10.059,5.986
414.72,12.201,35.535,61.652,81.521,18.723,44.203,9.861,5.891
414.92,12,35.291,61.582,81.505,18.483,43.939,9.74,5.952
415.12,11.732,34.922,61.551,81.526,18.263,43.639,9.598,6.092
415.32,11.471,34.633,61.579,81.557,17.994,43.325,9.383,6.185
415.52,11.266,34.3,61.635,81.498,17.717,43.079,9.065,6.123
415.73,11.081,33.97,61.585,81.485,17.458,42.703,9.007,6.109
415.93,10.75,33.592,61.525,81.368,17.197,42.328,8.709,6.063
416.13,10.535,33.327,61.439,81.342,16.95,42.007,8.508,6.073
416.33,10.348,32.993,61.403,81.224,16.68,41.699,8.162,6.116
416.53,10.163,32.625,61.41,81.237,16.49,41.4,8.105,6.114
416.73,9.873,32.328,61.425,81.193,16.285,41.143,7.79,6.059
416.94,9.641,32.001,61.426,81.288,16.025,40.924,7.574,6.04
417.14,9.461,31.667,61.384,81.1,15.809,40.753,7.255,6.011
417.34,9.318,31.412,61.422,81.184,15.598,40.456,7.058,6.129
417.54,9.181,31.199,61.318,81.11,15.378,40.174,7.002,6.191
417.74,9.075,30.985,61.305,81.14,15.156,39.926,6.927,6.131
417.94,8.917,30.684,61.257,81.128,14.977,39.625,6.779,6.075
418.15,8.821,30.419,61.203,81.152,14.711,39.334,6.712,6.007
418.35,8.659,30.104,61.128,81.144,14.489,39.06,6.566,6.023
418.55,8.499,29.848,61.08,81.175,14.326,38.787,6.539,6.072
418.75,8.372,29.627,61.117,81.218,14.167,38.506,6.399,5.984
418.95,8.267,29.402,61.119,81.119,13.921,38.228,6.19,6.063
419.15,8.128,29.115,61.154,81.241,13.708,38.002,6.039,5.902
419.36,8.053,28.913,61.158,81.194,13.518,37.791,6.064,5.859
419.56,7.907,28.634,61.084,81.16,13.313,37.561,5.92,5.74
419.76,7.772,28.41,61.077,81.197,13.157,37.254,5.852,5.814
419.96,7.632,28.206,61.054,81.268,12.972,36.951,5.695,5.812
420.16,7.537,28.025,61.055,81.264,12.791,36.718,5.669,5.757
420.36,7.455,27.812,61.054,81.298,12.597,36.505,5.455,5.74
420.56,7.369,27.676,61.108,81.372,12.405,36.28,5.464,5.743
420.77,7.274,27.547,61.154,81.378,12.244,36.088,5.29,5.69
420.97,7.227,27.403,61.149,81.461,12.062,35.836,5.363,5.712
421.17,7.166,27.214,61.144,81.479,11.93,35.567,5.322,5.694
421.37,7.14,27.086,61.1,81.593,11.756,35.291,5.339,5.706
421.57,7.04,26.893,61.113,81.601,11.648,35.123,5.342,5.663
421.77,6.949,26.682,61.176,81.627,11.496,34.926,5.139,5.591
421.97,6.855,26.498,61.189,81.601,11.369,34.658,4.904,5.521
422.18,6.746,26.323,61.179,81.63,11.173,34.498,4.856,5.534
422.38,6.637,26.166,61.214,81.581,11.07,34.372,4.726,5.503
422.58,6.548,26.083,61.24,81.574,10.917,34.133,4.637,5.421
422.78,6.498,25.953,61.228,81.584,10.783,33.967,4.477,5.364
422.98,6.461,25.819,61.219,81.575,10.606,33.776,4.468,5.392
423.18,6.398,25.695,61.214,81.621,10.495,33.586,4.518,5.425
423.38,6.358,25.582,61.23,81.618,10.401,33.373,4.578,5.491
423.59,6.271,25.506,61.245,81.683,10.283,33.202,4.376,5.466
423.79,6.232,25.42,61.287,81.705,10.143,33.005,4.352,5.412
423.99,6.187,25.336,61.23,81.699,10.029,32.881,4.372,5.428
424.19,6.115,25.196,61.204,81.614,9.937,32.743,4.324,5.368
424.39,6.101,25.088,61.184,81.592,9.84,32.56,4.3,5.33
424.59,6.048,25.025,61.186,81.527,9.706,32.404,4.304,5.241
424.79,5.975,24.912,61.093,81.488,9.612,32.235,4.288,5.042
425,5.953,24.783,61.068,81.51,9.55,32.073,4.405,5.156
425.2,5.918,24.695,61.055,81.499,9.475,31.971,4.378,5.205
425.4,5.849,24.587,61.092,81.45,9.304,31.811,4.358,5.221
425.6,5.77,24.52,61.105,81.419,9.191,31.676,4.402,5.172
425.8,5.709,24.448,61.104,81.401,9.039,31.483,4.496,5.168
426,5.675,24.385,61.151,81.435,8.929,31.308,4.498,5.139
426.2,5.638,24.333,61.123,81.49,8.809,31.218,4.721,5.221
426.4,5.63,24.286,61.22,81.496,8.759,31.104,4.728,5.26
426.61,5.658,24.296,61.17,81.569,8.673,30.939,4.751,5.418
426.81,5.65,24.254,61.187,81.521,8.572,30.817,4.83,5.498
427.01,5.634,24.244,61.244,81.567,8.448,30.697,4.808,5.586
427.21,5.596,24.177,61.186,81.499,8.396,30.577,4.835,5.554
427.41,5.565,24.139,61.159,81.502,8.331,30.473,4.691,5.458
427.61,5.557,24.152,61.153,81.43,8.241,30.359,4.592,5.559
427.81,5.576,24.151,61.181,81.448,8.218,30.269,4.726,5.668
428.01,5.606,24.19,61.206,81.428,8.165,30.163,4.765,5.782
428.21,5.611,24.165,61.266,81.468,8.113,30.056,4.71,5.767
428.42,5.642,24.178,61.368,81.584,8.063,29.995,4.706,5.848
428.62,5.639,24.196,61.416,81.68,8.017,29.97,4.563,5.91
428.82,5.66,24.161,61.458,81.727,7.983,29.943,4.613,5.961
429.02,5.676,24.185,61.517,81.786,7.943,29.875,4.616,6.057
429.22,5.663,24.242,61.502,81.776,7.872,29.795,4.614,5.938
429.42,5.641,24.267,61.543,81.783,7.856,29.73,4.594,5.895
429.62,5.66,24.385,61.439,81.732,7.875,29.703,4.566,5.804
429.82,5.643,24.379,61.474,81.74,7.865,29.729,4.585,5.853
430.02,5.647,24.371,61.429,81.739,7.887,29.745,4.493,5.886
430.22,5.657,24.419,61.33,81.721,7.932,29.741,4.508,5.853
430.43,5.699,24.467,61.357,81.682,7.914,29.728,4.377,5.687
430.63,5.7,24.579,61.299,81.721,7.885,29.673,4.377,5.605
430.83,5.702,24.596,61.322,81.659,7.865,29.666,4.368,5.572
431.03,5.761,24.642,61.309,81.739,7.869,29.687,4.335,5.578
431.23,5.776,24.656,61.253,81.647,7.867,29.687,4.324,5.579
431.43,5.734,24.712,61.294,81.705,7.887,29.681,4.19,5.619
431.63,5.772,24.811,61.312,81.683,7.871,29.7,4.267,5.758
431.83,5.807,24.811,61.298,81.652,7.91,29.701,4.328,5.712
432.03,5.817,24.814,61.248,81.621,7.882,29.74,4.173,5.654
432.23,5.793,24.81,61.249,81.623,7.912,29.798,4.152,5.588
432.44,5.793,24.812,61.264,81.644,7.889,29.834,4.145,5.521
432.64,5.789,24.855,61.177,81.528,7.875,29.848,4.194,5.471
432.84,5.775,24.872,61.186,81.457,7.896,29.928,4.342,5.441
433.04,5.792,24.928,61.162,81.396,7.989,29.997,4.473,5.501
433.24,5.783,24.961,61.181,81.327,8.024,30.017,4.456,5.509
433.44,5.779,24.964,61.155,81.288,8.022,30.097,4.384,5.551
433.64,5.795,24.939,61.172,81.286,8.071,30.144,4.355,5.577
433.84,5.83,24.908,61.256,81.343,8.109,30.187,4.479,5.692
434.04,5.868,24.967,61.262,81.357,8.18,30.236,4.478,5.599
434.24,5.924,25.043,61.287,81.301,8.195,30.279,4.481,5.471
434.44,5.954,25.059,61.353,81.306,8.194,30.359,4.442,5.489
434.64,5.96,25.069,61.31,81.395,8.238,30.37,4.484,5.562
434.85,5.961,24.996,61.294,81.288,8.264,30.445,4.445,5.686
435.05,5.955,24.967,61.297,81.255,8.314,30.468,4.501,5.567
435.25,5.896,24.911,61.34,81.157,8.382,30.529,4.328,5.463
435.45,5.865,24.87,61.362,81.178,8.401,30.564,4.377,5.382
435.65,5.886,24.865,61.377,81.108,8.425,30.633,4.385,5.34
435.85,5.843,24.773,61.346,81.154,8.515,30.719,4.281,5.257
436.05,5.817,24.799,61.294,81.197,8.553,30.811,4.279,5.304
436.25,5.808,24.766,61.277,81.176,8.607,30.83,4.224,5.418
436.45,5.802,24.696,61.198,81.13,8.654,30.892,4.256,5.493
436.65,5.768,24.617,61.169,81.068,8.684,30.94,4.169,5.486
436.85,5.749,24.552,61.171,81.096,8.733,31,4.134,5.52
437.05,5.759,24.531,61.156,81.059,8.769,30.963,4.098,5.523
437.25,5.691,24.442,61.139,81.132,8.75,30.942,4.019,5.449
437.45,5.673,24.355,61.08,81.113,8.777,30.964,3.974,5.41
437.65,5.663,24.291,61.055,81.109,8.772,30.947,3.865,5.44
437.86,5.611,24.236,60.965,81.017,8.724,30.984,3.804,5.527
438.06,5.574,24.16,60.928,81.002,8.679,30.965,3.653,5.454
438.26,5.536,24.073,60.924,80.99,8.656,30.944,3.656,5.481
438.46,5.456,23.972,60.85,80.99,8.638,30.926,3.504,5.579
438.66,5.402,23.812,60.798,80.984,8.586,30.891,3.675,5.61
438.86,5.341,23.707,60.824,80.98,8.616,30.933,3.624,5.708
439.06,5.304,23.639,60.828,80.943,8.623,30.891,3.529,5.509
439.26,5.263,23.508,60.819,80.987,8.602,30.85,3.464,5.614
439.46,5.256,23.422,60.784,81.014,8.509,30.748,3.53,5.782
439.66,5.196,23.296,60.764,81.004,8.538,30.69,3.458,5.918
439.86,5.174,23.105,60.751,81.056,8.475,30.574,3.463,6.03
440.06,5.107,22.968,60.77,81.046,8.441,30.483,3.531,6.008
440.26,5.061,22.77,60.778,81.009,8.324,30.315,3.442,6.117
440.46,4.976,22.581,60.819,81.114,8.227,30.181,3.561,5.966
440.66,4.918,22.415,60.846,81.131,8.149,30.023,3.499,6.001
440.86,4.881,22.315,60.812,81.175,8.079,29.876,3.526,6.015
441.06,4.853,22.142,60.787,81.155,7.98,29.679,3.439,5.966
441.26,4.754,21.963,60.787,81.23,7.877,29.526,3.42,5.95
441.46,4.71,21.803,60.746,81.183,7.795,29.403,3.278,6.057
441.67,4.645,21.598,60.797,81.236,7.685,29.268,3.231,6.152
441.87,4.562,21.385,60.774,81.27,7.61,29.095,3.259,6.169
442.07,4.508,21.164,60.779,81.319,7.534,28.886,3.256,6.065
442.27,4.413,20.935,60.855,81.343,7.503,28.77,3.32,6.09
442.47,4.343,20.731,60.85,81.383,7.418,28.615,3.208,6.163
442.67,4.272,20.52,60.801,81.409,7.305,28.444,3.244,6.209
442.87,4.198,20.382,60.73,81.315,7.222,28.232,3.187,6.156
443.07,4.136,20.183,60.668,81.265,7.073,28.002,3.062,6.123
443.27,4.083,20.008,60.63,81.286,6.974,27.844,3.115,6.162
443.47,4.04,19.884,60.602,81.326,6.894,27.702,3.066,6.196
443.67,3.903,19.69,60.526,81.315,6.882,27.542,3.111,6.103
443.87,3.837,19.526,60.514,81.322,6.778,27.336,3.086,6.009
444.07,3.769,19.429,60.461,81.333,6.673,27.187,3.113,5.94
444.27,3.743,19.292,60.437,81.367,6.552,27.006,3.023,6.048
444.47,3.687,19.177,60.44,81.443,6.524,26.885,3.05,5.898
444.67,3.659,19.07,60.368,81.333,6.432,26.687,2.96,5.926
