wl,GL,G,BL,B,YL,Y,C,bkg
744.98,69.448,86.618,69.712,86.9,84.114,94.191,86.987,54.457
745.16,69.728,87.198,69.506,86.802,84.079,93.884,87.192,54.86
745.34,70.037,86.918,68.976,86.394,84.11,93.724,87.808,56.098
745.52,70.234,87.196,69.213,86.709,84.211,93.46,88.842,57.136
745.7,70.754,87.382,69.406,86.941,84.254,93.612,88.876,57.309
745.88,71.177,87.747,69.677,87.068,83.673,93.696,89.583,58.518
746.06,71.781,87.733,70.304,87.267,83.066,93.418,90.226,58.175
746.24,71.789,87.754,70.163,87.537,82.927,93.037,90.608,59.022
746.42,71.841,87.74,70.532,87.972,82.947,92.746,91.775,58.401
746.6,71.495,87.622,70.624,87.825,82.946,92.777,92.013,59.025
746.78,71.861,87.879,70.411,87.698,82.522,93.018,93.284,60.282
746.96,72.069,87.892,70.409,87.611,82.209,93.301,93.634,60.127
747.14,71.667,87.793,70.796,87.601,81.989,93.534,93.76,60.522
747.32,71.886,88.122,70.533,87.254,81.721,92.967,93.333,59.857
747.5,71.963,87.927,70.397,87.098,81.606,93.033,94.246,59.223
747.68,72.056,88.197,70.174,87.213,81.828,93.744,93.191,59.612
747.86,72.17,88.247,70.285,87.601,81.521,93.459,93.498,60.148
748.04,72.328,88.506,70.23,87.594,81.382,94.27,92.441,60.822
748.22,72.561,88.661,70.04,87.72,81.109,93.918,93.927,61.274
748.4,72.718,88.29,70.432,88.169,81.321,93.815,94.123,60.9
748.58,72.541,88.305,70.499,88.495,81.029,93.315,93.015,60.329
748.76,72.696,88.383,70.674,88.485,80.817,93.227,93.74,60.534
748.94,73.244,88.542,70.893,88.847,80.813,93.553,95.05,60.145
749.12,73.581,89.189,71.033,89.246,80.678,93.378,94.856,59.282
749.3,73.806,89.389,70.838,89.144,80.619,93.583,94.359,59.779
749.48,73.536,89.188,70.855,88.877,80.596,93.267,94.162,61.013
749.66,73.552,88.683,70.844,88.745,80.976,93.199,94.575,60.436
749.84,73.538,88.676,70.433,88.387,81.18,93.264,94.569,61.202
750.02,73.936,88.887,71.105,88.602,81.339,93.32,94.759,61.113
750.2,73.821,88.844,71.004,88.272,81.477,93.409,95.805,62.089
750.38,74.238,89.03,71.188,88.464,81.426,92.921,97.006,61.307
750.56,74.08,88.773,71.511,88.453,81.655,92.582,94.822,59.998
750.74,74.028,88.72,71.349,88.107,81.952,92.711,95.34,59.843
750.92,74.663,89.143,71.023,88.506,82.337,92.205,95.557,60.309
751.1,74.622,88.807,71.252,88.729,82.349,92.345,95.92,60.258
751.28,74.562,88.818,71.495,89.253,82.252,91.954,96.776,60.27
751.46,74.418,88.433,71.363,88.952,82.278,91.562,96.469,59.944
751.64,74.527,88.836,71.363,89.152,82.859,91.797,95.982,59.158
751.82,74.866,88.842,71.735,89.616,82.974,91.462,96.544,58.461
752,74.829,89.141,72.138,89.793,83.16,91.689,96.571,58.671
752.18,74.694,89.259,72.045,89.87,82.735,91.824,96.476,58.284
752.35,75.448,89.614,71.749,89.759,83.01,91.893,97.502,59.021
752.53,75.761,89.844,71.433,89.54,83.18,91.656,97.337,58.425
752.71,75.807,89.77,71.903,89.446,83.198,91.387,96.342,59.7
752.89,75.967,89.605,72.671,89.709,83.137,91.58,96.544,60.223
753.07,76.161,89.516,73.53,89.919,83.397,91.336,96.204,58.932
753.25,75.964,89.696,73.727,89.608,83.106,91.339,96.115,58.296
753.43,75.92,89.681,73.867,90.053,83.278,91.301,96.085,58.82
753.61,76.216,89.639,74.067,89.972,83.384,91.636,95.849,58.17
753.79,76.023,89.222,74.016,89.527,83.147,91.741,95.256,57.877
753.97,76.164,89.617,74.649,89.944,82.81,91.748,94.363,57.083
754.15,76.25,89.761,74.571,89.862,82.932,92.051,92.927,57.59
754.33,76.591,90.28,74.675,89.968,83.068,91.851,94.261,58.716
754.51,77.236,90.826,75.117,90.553,82.64,91.61,93.975,58.793
754.69,77.39,91.019,75.506,90.643,82.46,92.591,94.645,58.538
754.87,77.789,91.339,75.726,91.167,82.284,92.869,94.349,59.368
755.05,77.797,91.49,75.812,91.181,82.569,92.994,93.931,59.207
755.23,78.431,91.933,75.707,91.538,82.425,93.091,95.011,59.512
755.41,78.82,91.962,75.439,91.274,82.373,93.052,94.709,60.237
755.59,79.331,92.216,75.137,91.121,82.724,93.306,94.728,60.393
755.77,79.409,91.84,75.586,91.267,82.65,93.914,93.761,59.928
755.94,80.049,91.983,75.544,91.127,83.324,93.879,93.007,60.369
756.12,79.572,92.066,75.811,90.97,83.53,93.865,93.91,61.155
756.3,78.951,92.119,76.096,91.201,83.724,94.091,95.124,61.378
756.48,78.811,92.193,75.696,91.157,83.896,94.097,95.933,60.289
756.66,78.603,92.443,75.586,91.141,84.022,94.022,95.238,59.741
756.84,78.777,92.714,75.435,90.859,83.621,94.263,96.631,60.331
757.02,78.89,92.531,75.488,91.287,83.785,94.139,96.498,60.341
757.2,79.195,93.058,75.319,90.938,83.44,94.35,95.56,60.173
757.38,78.952,93.302,75.547,91.198,83.471,94.204,95.401,61.223
757.56,79.038,93.652,75.319,91.457,83.593,93.87,96.555,61.792
757.74,79.194,93.574,75.077,91.466,84.059,93.944,96.31,62.183
757.92,79.136,93.645,75.099,91.729,84.066,94.124,96.796,62.012
758.1,79.24,93.347,74.939,91.41,83.947,94.134,96.5,61.493
758.27,79.141,93.191,74.818,91.391,83.993,93.869,96.371,61.267
758.45,79.206,93.152,74.747,91.417,84.005,93.687,96.473,61.155
758.63,79.099,93.256,74.536,91.428,84.37,93.425,97.02,61.242
758.81,79.915,93.546,74.32,91.615,84.397,93.811,97.442,60.892
758.99,79.729,93.227,74.394,92.174,84.623,93.862,97.57,60.195
759.17,79.679,93.198,74.516,92.594,84.588,93.779,97.536,60.035
759.35,80.012,93.411,74.751,92.433,84.527,93.461,97.981,60.442
759.53,80.05,93.396,74.315,92.36,84.595,93.535,98.068,60.525
759.71,80.04,93.568,74.184,92.189,84.455,93.41,98.866,60.696
759.89,80.54,93.507,74.673,92.292,84.144,93.551,97.788,59.955
760.07,80.639,93.166,74.808,92.227,84.149,93.615,95.535,59.348
760.24,80.428,93.033,75.018,91.99,84.063,94.027,95.67,60.153
760.42,80.467,92.698,74.904,92.026,84.102,94.147,95.988,60.509
760.6,80.212,92.653,75.04,92.188,84.123,93.87,94.959,60.86
760.78,80.211,92.5,75.179,92.049,84.057,94.274,95.972,60.035
760.96,80.023,92.611,75.269,92.338,84.196,94.245,96.496,59.292
761.14,79.983,92.76,74.767,92.214,84.274,94.137,97.292,58.238
761.32,80.243,92.926,74.748,92.156,84.34,94.37,97.228,57.764
761.5,80.353,92.878,74.765,92.114,84.36,94.595,96.909,57.251
761.68,80.561,92.779,74.686,91.967,84.224,94.381,97.008,56.403
761.85,80.632,93.175,74.89,92.375,84.151,94.65,97.174,56.601
762.03,80.749,93.154,74.582,92.196,84.233,94.738,97.474,56.262
762.21,80.949,93.261,74.742,92.361,84.077,94.638,97.994,55.838
762.39,80.946,93.287,75.097,92.445,83.963,94.654,98.272,55.696
762.57,80.71,93.027,75.275,92.342,83.876,94.635,98.247,56.182
762.75,80.711,93.288,75.58,91.98,83.671,94.946,97.776,56.968
762.93,81.016,93.221,75.771,91.888,83.51,94.967,98.545,56.628
763.11,80.531,93.061,75.697,91.848,83.261,94.711,98.491,55.632
763.28,80.984,93.231,76.044,91.916,83.08,94.493,98.953,56.079
763.46,80.618,93.237,76.161,91.957,82.672,94.677,99.178,55.598
763.64,80.461,93.261,75.677,91.857,82.619,94.518,99.559,55.482
763.82,80.52,93.431,75.617,91.967,82.384,94.31,100.785,56.076
764,80.564,93.521,75.689,92.02,82.361,93.649,100.858,56.104
764.18,80.234,93.366,75.805,92.1,82.486,93.711,101.315,55.843
764.36,80.542,93.491,75.682,92.046,82.669,93.933,101.889,54.405
764.54,80.896,93.827,75.784,92.334,82.616,93.745,100.984,54.931
764.71,80.833,93.595,75.849,92.276,82.753,93.448,100.688,56.165
764.89,81.287,93.775,76.239,92.546,82.371,93.705,99.529,56.935
765.07,81.332,93.719,76.22,92.47,82.184,93.698,99.576,57.516
765.25,81.319,93.961,76.364,92.611,82.27,93.512,100.659,57.594
765.43,81.403,93.912,76.465,92.634,82.386,93.718,99.973,58.313
765.61,81.165,93.909,76.371,92.474,82.492,93.754,100.556,58.978
765.78,81.241,94.028,76.451,92.63,82.351,93.833,99.926,60.471
765.96,80.996,93.674,76.401,92.288,82.307,93.62,98.13,60.642
766.14,81.118,93.548,76.286,92.083,82.291,93.856,98.635,61.143
766.32,81.036,93.742,76.539,92.329,81.924,93.174,97.961,61.355
766.5,81.183,93.396,76.686,92.495,82.002,93.076,98.781,61.957
766.68,80.797,93.192,76.617,91.943,81.986,93.048,98.067,63.083
766.86,80.936,93.329,76.981,92.2,82.055,93.378,98.437,63.377
767.03,80.809,93.303,76.678,91.862,82.165,93.874,97.871,63.835
767.21,81.131,93.061,76.865,91.873,82.241,93.701,97.9,64.814
767.39,81.088,92.988,77.069,91.947,82.669,93.483,97.921,65.002
767.57,81.284,93.122,76.956,91.838,82.469,93.765,97.987,65.741
767.75,81.644,93.378,76.82,91.77,83.035,94.356,97.837,66.518
767.93,81.957,94.105,76.564,91.506,82.784,94.031,97.793,67.166
768.1,81.906,93.832,76.317,91.002,82.453,93.876,97.775,68.13
768.28,81.949,93.919,76.352,91.158,82.353,93.716,98.472,68.335
768.46,82.307,94.045,76.583,91.341,81.962,93.909,99.842,67.387
768.64,82.097,93.346,76.858,91.288,82.286,93.338,100.949,67.266
768.82,81.852,93.364,77.026,91.619,81.991,93.375,101.04,66.795
769,82.471,93.451,76.662,91.348,81.739,93.39,99.988,67.524
769.17,82.512,93.766,76.697,91.153,81.634,92.968,100.871,68.149
769.35,83.01,93.361,77.05,90.907,81.85,93.329,100.082,67.3
769.53,82.859,93.551,77.775,90.908,82.188,93.113,101.58,65.572
769.71,82.776,93.533,78.302,91.014,82.641,93.357,104.557,65.374
769.89,82.598,93.409,78.44,91.371,82.823,93.591,104.946,64.446
770.06,83.006,93.356,78.567,91.443,83.706,93.846,105.752,65.494
770.24,82.645,93.238,78.818,90.657,83.225,93.5,104.81,63.797
770.42,82.335,93.228,78.9,91.607,83.019,93.126,105.604,63.796
770.6,81.936,92.915,78.879,90.954,82.736,93.655,104.528,65.729
770.78,81.805,92.933,79.428,91.45,82.448,93.02,106.027,64.831
770.96,81.55,93.305,79.537,91.375,82.853,93.574,104.784,64.475
771.13,81.79,93.542,79.822,91.451,82.497,93.746,106.309,64.454
771.31,81.927,93.303,80.136,91.173,83.378,93.766,106.788,64.713
771.49,81.936,93.152,80.423,91.718,82.904,93.328,106.593,64.792
771.67,82.384,92.836,80.828,91.795,83.328,93.423,106.555,65.828
771.85,82.5,93.705,81.399,93.059,83.585,93.738,105.759,66.844
772.02,82.554,93.273,80.781,92.496,84.183,93.46,106.231,68.124
772.2,82.95,93.534,80.831,92.248,83.889,93.809,105.378,68.94
772.38,83.173,94.238,80.195,91.921,83.721,93.844,105.954,68.756
772.56,83.502,93.854,80.295,91.535,84.345,93.86,107.806,68.944
772.74,83.352,93.772,80.333,91.447,83.986,94.367,108.776,71.169
772.91,83.075,93.702,80.269,90.993,84.067,94.443,109.466,71.733
773.09,82.939,93.967,79.982,91.586,83.291,93.094,109.085,71.507
773.27,82.216,92.82,79.457,92.142,83.085,93.5,108.336,72.224
773.45,82.125,92.959,78.079,91.842,83.175,93.27,106.355,73.713
773.62,82.098,93.213,77.977,92.027,82.393,92.991,105.575,73.3
773.8,81.306,93.407,77.115,91.457,81.988,92.472,105.232,72.334
773.98,82.528,94.697,76.357,91.857,82.514,92.6,105.262,73.88
774.16,82.906,94.787,75.928,90.969,83.631,93.273,105.906,72.653
774.34,83.394,95.048,76.172,91.659,84.394,93.006,108.601,71.898
774.51,83.04,94.979,75.697,90.781,84.922,93.427,110.227,71.261
774.69,83.456,95.221,75.42,90.583,84.219,92.942,112.485,71.287
774.87,83.656,94.993,75.537,90.683,84.622,93.067,112.752,71.038
775.05,82.952,94.867,74.87,90.707,83.859,92.661,113.172,70.467
775.22,83.142,95.357,74.543,90.305,84.084,93.249,113.396,70.036
775.4,83.805,95.588,74.825,90.493,83.987,92.938,113.572,68.565
775.58,84.306,94.765,74.732,90.128,84.133,92.678,114.576,68.316
775.76,84.447,95.295,74.873,89.843,83.639,93.134,113.65,68.304
775.94,84.192,95.504,74.75,89.764,84.913,93.451,112.544,68.776
776.11,84.446,95.5,75.551,89.979,85.241,94.234,111.908,69.613
776.29,84.845,95.934,75.571,90.535,85.212,93.564,110.344,69.666
776.47,84.897,95.815,76.192,90.927,85.815,93.295,111.071,70.9
776.65,84.97,95.78,76.329,91.765,86.345,93.614,111.663,69.841
776.82,84.678,94.967,76.403,91.483,86.524,94.279,112.815,70.578
777,85.172,96.516,76.214,91.472,86.755,93.962,113.286,71.841
777.18,85.661,96.853,77.187,91.855,86.574,94.453,112.828,72.91
777.36,86.194,96.77,76.828,90.942,86.88,94.216,114.151,74.278
777.53,86.95,96.42,77.257,90.946,87.268,95.121,114.811,74.257
777.71,85.73,95.415,77.452,91.136,87.011,94.694,114.597,73.145
777.89,85.572,95.788,77.789,91.27,86.587,94.209,113.602,74.051
778.07,85.422,95.424,78.291,91.46,85.403,93.593,113.18,74.903
778.24,85.058,95.242,78.801,92.229,85.551,92.962,111.919,77.158
778.42,84.994,94.901,79.377,93.081,85.733,92.763,113.704,76.928
778.6,85.124,95.339,79.592,93.76,85.431,92.897,113.703,77.43
778.78,85.858,96.138,80.197,93.928,86.595,92.994,113.991,76.922
778.95,86.1,95.918,80.02,93.901,86.288,92.524,114.807,76.877
779.13,85.592,95.885,79.522,93.849,85.738,93.378,115.514,76.641
779.31,85.343,96.471,79.647,93.783,86.043,94.085,115.893,77.441
779.48,85.059,96.267,79.775,93.905,86.244,93.926,117.078,75.859
779.66,85.099,96.33,79.497,93.642,85.516,93.386,118.088,77.898
779.84,84.972,96.133,78.96,93.497,85.753,93.307,119.411,78.107
780.02,84.487,96.147,78.938,93.338,85.737,94.569,120.668,78.67
780.19,84.19,95.815,78.853,93.42,85.626,93.92,120.4,76.413
780.37,84.912,96.062,79.102,93.174,85.837,94.037,119.673,78.3
780.55,85.222,97.026,78.999,93.034,85.691,95.096,119.176,79.594
780.73,85.259,96.127,78.795,91.961,85.776,95.896,120.814,79.713
780.9,85.43,96.208,78.27,91.736,85.851,95.504,121.549,77.445
781.08,84.92,96.147,78.63,92.046,86.646,95.45,122.461,77.153
781.26,83.866,96.229,79.131,92.567,85.857,96.036,126.779,79.43
781.43,83.515,95.935,78.952,91.999,86.668,96.672,130.683,78.859
781.61,83.41,95.428,79.167,92.477,86.522,97.039,132.492,79.609
781.79,83.02,95.168,78.14,91.921,86.983,96.99,132.008,79.245
781.97,83.63,95.364,78.066,91.74,86.472,97.574,134.105,77.655
782.14,83.736,95.789,77.601,91.36,86.802,97.967,129.077,78.635
782.32,83.024,95.388,77.579,90.676,87.396,98.348,127.765,78.822
782.5,83.527,94.511,78.038,90.892,86.197,97.759,129.523,80.658
782.67,82.959,94.279,77.872,91.067,86.361,98.628,130.238,80.969
782.85,82.352,93.532,77.658,90.847,86.002,97.382,128.566,82.125
783.03,82.384,93.316,77.78,90.713,85.869,96.121,128.907,81.031
783.21,82.589,93.093,78.019,91.145,86.034,96.376,126.182,83.917
783.38,83.073,92.356,79.001,92.25,86.328,96.469,126.232,81.27
783.56,83.044,92.433,79.464,92.954,85.943,96.031,123.406,81.209
783.74,83.149,92.627,78.628,92.48,86.026,95.623,119.668,80.926
783.91,83.345,93.46,79.099,93.208,85.951,96.124,120.436,83.014
784.09,83.547,93.498,79,93.416,85.398,96.897,121.996,82.667
784.27,84.134,93.914,78.615,93.504,85.93,96.329,122.897,82.988
784.44,84.598,94.493,79.213,93.853,85.941,95.398,119.56,81.693
784.62,83.774,93.981,79.727,94.162,85.585,95.76,117.116,82.698
784.8,83.731,94.069,79.564,94.656,84.429,95.815,116.535,83.484
784.97,85.091,94.07,79.693,94.895,83.659,94.968,112.324,79.451
785.15,85.959,94.894,80.321,95.235,82.954,94.857,109.804,80.192
785.33,86.685,95.118,80.777,95.354,82.564,94.582,110.553,79.246
785.51,87.017,95.722,80.819,95.717,83.077,95.398,109.52,76.995
785.68,86.926,96.144,79.941,95.147,82.926,95.074,109.925,78.604
785.86,86.653,95.91,80.372,95.125,82.721,94.81,111.369,78.128
786.04,86.851,95.961,79.291,94.485,82.414,93.772,111.2,79.546
786.21,86.206,96.158,79.028,94.449,82.185,94.195,109.786,78.457
786.39,86.512,96.53,79.643,95.322,82.182,93.779,109.894,79.037
786.57,87.059,96.482,79.49,95.369,83.231,94.627,109.314,78.994
786.74,86.354,95.917,79.322,95.355,83.941,95.388,109.414,77.993
786.92,86.941,96.551,79.781,95.468,84.482,96.101,110.057,77.245
787.1,86.278,96.318,78.719,94.251,83.634,96.416,111.21,78.747
787.27,86.145,96.028,78.443,93.698,83.825,96.611,114.396,78.642
787.45,85.539,95.756,79.863,94.448,83.303,95.835,117.138,78.241
787.63,85.63,95.313,79.442,92.925,83.65,95.878,116.893,75.379
787.8,84.993,95.592,79.872,92.69,84.128,94.177,114.468,73.542
787.98,84.408,95.207,79.913,92.245,83.932,93.715,115.088,73.04
788.16,84.427,94.807,80.295,92.272,84.076,94.12,116.238,72.897
788.33,84.741,94.77,80.295,92.32,83.84,94.024,119.107,71.626
788.51,84.76,95.262,80.334,92.038,84.264,93.905,117.523,71.628
788.69,83.823,95.275,79.827,90.993,84.704,94.884,119.612,74.073
788.86,83.657,95.169,79.542,90.91,84.542,94.896,120.415,74.5
789.04,83.106,95.865,79.188,90.107,84.855,95.468,118.969,75.536
789.21,82.848,95.558,79.326,89.902,84.916,94.861,119.632,77.806
789.39,82.575,94.822,80.142,90.188,85.589,94.334,116.472,77.315
789.57,83.327,95.157,80.185,89.474,86.477,93.759,116.876,74.634
789.74,83.902,94.977,80.95,89.993,85.23,94.571,118.026,73.845
789.92,84.324,94.897,80.706,89.264,86.181,93.689,119.399,75.188
790.1,84.179,94.823,80.921,89.013,85.615,93.543,118.847,73.818
790.27,84.658,95.639,80.993,89.61,85.464,92.679,121.705,74.553
790.45,85.395,96.511,80.841,89.451,85.139,92.279,121.808,76.845
790.63,84.653,96.284,80.207,89.253,84.407,91.147,121.619,76.44
790.8,85.112,96.982,80.92,90.022,85.05,90.283,119.275,72.176
790.98,85.718,97.938,81.316,90.344,84.806,90.2,119.278,71.117
791.16,86.229,97.89,81.046,89.829,85.346,91.816,119.816,69.011
791.33,86.114,98.056,80.547,90.283,84.817,91.534,121.756,71.575
791.51,86.042,97.95,80.319,90.802,85.281,93.558,122.639,73.111
791.68,86.29,98.165,80.647,91.404,85.405,94.045,120.438,71.534
791.86,86.109,98.974,80.183,91.182,84.339,93.688,117.351,72.474
792.04,86.739,100.273,79.958,91.092,84.782,93.038,118.811,72.742
792.21,87.036,99.058,80.095,90.424,84.743,93.103,120.308,71.911
792.39,87.856,99.745,79.786,91.165,84.772,92.166,119.077,71.546
792.57,88.228,99.085,79.554,90.714,84.614,91.671,116.348,73.133
792.74,88.877,98.742,80.238,91.334,83.743,91.363,117.365,73.262
792.92,89.847,99.208,80.159,91.176,84.123,91.228,115.801,74.178
793.09,90.477,99.323,80.697,92.285,83.905,91.56,116.224,74.637
793.27,89.779,98.38,80.327,93.029,83.635,92.855,116.551,79.047
793.45,89.754,98.344,80.834,93.35,84.84,92.636,115.406,80.125
793.62,90.143,98.508,81.461,94.513,84.303,93.02,113.436,77.878
793.8,89.978,97.882,81.175,93.782,84.677,92.552,112.613,78.791
793.97,88.506,97.752,81.505,93.935,84.951,93.006,113.082,78.792
794.15,88.179,97.206,80.778,93.463,84.902,92.954,112.349,77.772
794.33,88.46,96.854,80.62,93.763,84.74,94.083,112.144,77.325
794.5,88.172,96.624,81.021,93.657,84.74,94.178,111.732,79.879
794.68,87.344,95.671,80.552,93.133,85.342,93.709,108.923,81.614
794.85,87.175,96.068,80.278,93.166,84.984,93.03,110.056,86.039
795.03,87.436,96.349,80.277,93.5,85.606,93.31,107.764,83.384
795.21,87.003,95.491,79.646,93.215,84.639,92.293,108.46,83.223
795.38,87.114,95.148,79.904,93.074,83.893,91.516,110.178,82.715
795.56,87.051,94.179,79.773,93.087,84.159,91.924,115.228,82.122
795.73,87.468,93.401,79.325,93.239,84.601,92.598,115.697,84.487
795.91,87.668,94.352,79.08,93.536,85.284,92.819,114.385,85.246
796.09,87.563,93.967,79.674,93.621,85.92,93.597,112.485,84.343
796.26,86.766,93.637,79.556,93.504,86.486,94.477,114.638,82.851
796.44,86.129,92.711,78.765,93.321,87,94.976,114.532,83.181
796.61,85.513,92.106,78.921,94.034,86.253,95.56,117.474,79.743
796.79,84.502,91.881,78.035,93.341,85.996,95.332,117.314,80.729
796.97,84.569,91.976,77.446,92.911,84.651,94.192,121.578,79.734
797.14,84.675,93.275,76.488,92.322,85.384,94.468,122.53,80.113
797.32,84.011,93.463,75.991,91.663,85.52,94.379,121.495,79.882
797.49,84.423,93.517,76.036,91.995,85.964,94.332,123.799,79.646
797.67,85.33,93.102,75.342,91.013,85.763,94.223,121.292,81.137
797.84,85.456,93.033,75.693,91.502,85.207,95.054,122.866,82.305
798.02,85.247,93.158,75.383,90.788,85.174,94.508,128.079,83.9
798.2,84.633,93.291,75.104,90.414,84.605,95.215,131.36,83.811
798.37,84.781,94.049,75.293,90.135,83.959,95.522,131.798,83.078
798.55,85.26,93.75,75.493,89.669,84.128,95.325,131.438,82.248
798.72,85.082,93.229,75.978,89.257,83.959,94.918,133.602,84.153
798.9,85.573,93.912,76.561,89.294,83.794,95.162,134.075,84.442
799.07,84.845,93.309,76.618,89.323,84.805,95.924,133.487,86.287
799.25,84.881,93.359,76.808,90.231,85.457,96.478,131.841,86.459
799.42,84.269,93.777,77.283,90.058,83.554,96.431,132.87,86.388
799.6,83.938,93.816,77.345,89.818,83.379,96.167,135.777,87.399
799.78,83.677,93.263,77.26,90.09,83.353,95.701,136.38,87.601
799.95,84.44,94.224,77.48,91.218,83.294,95.283,139.267,87.132
800.13,85.008,95.282,77.602,91.554,83.27,94.166,135.301,84.68
800.3,85.915,96.345,77.373,90.928,83.3,93.455,134.518,86.203
800.48,86.972,96.752,77.575,90.976,83.731,93.619,137.076,84.738
800.65,87.765,96.898,78.932,91.684,84.731,94.06,133.819,84.152
800.83,87.069,95.532,79.818,92.014,84.334,93.809,134.989,83.16
801,87.177,95.22,79.966,91.579,84.494,94.914,137.107,85.139
801.18,87.325,95.327,79.388,90.806,84.529,95.45,134.999,84.071
801.36,87.361,95.852,80.54,90.71,84.413,95.904,134.452,82.108
801.53,87.303,95.751,81.302,91.113,83.902,94.601,133.467,81.397
801.71,87.457,95.548,82.657,92.013,83.731,94.312,133.536,78.958
801.88,88.246,95.433,82.001,92.565,84.248,94.58,133.974,83.454
802.06,88.538,95.214,82.414,93.185,83.504,94.971,134.593,81.926
802.23,88.088,95.142,82.752,94.566,83.194,95.291,130.755,79.108
802.41,87.066,95.229,83.082,95.921,82.655,95.894,128.284,79.359
802.58,87.184,94.892,83.036,96.15,82.315,95.792,128.883,78.576
802.76,87.148,95.537,82.529,95.196,82.009,95.306,129.757,78.649
802.93,87.213,96.166,82.934,94.475,81.098,93.717,128.317,80.823
803.11,87.847,95.709,83.759,95.362,82.58,93.267,126.878,77.603
803.28,88.016,95.601,84.047,95.753,81.812,92.881,124.943,78.451
803.46,87.788,96.457,84.365,95.146,81.081,92.754,123.619,80.308
803.63,87.314,96.327,84.919,94.842,81.198,91.973,123.801,79.044
803.81,86.977,95.911,84.919,94.423,81.674,92.49,126.622,80.916
803.98,86.319,95.031,85.323,95.166,81.935,93.017,126.291,80.925
804.16,85.611,94.768,84.656,94.611,80.601,92.823,126.36,80.624
804.34,85.44,95.68,83.187,94.007,80.702,93.202,125.217,78.783
804.51,85.483,95.637,82.447,93.946,80.051,93.616,124.437,76.925
804.69,85.303,95.36,82.946,94.525,79.964,93.829,124.135,75.589
804.86,85.071,96.25,83.05,95.097,78.899,93.341,125.049,76.046
805.04,84.784,96.089,82.504,95.466,79.037,92.568,124.342,74.915
805.21,84.553,96.31,81.772,94.57,79.606,93.09,127.332,76.224
805.39,84.823,96.562,80.971,93.792,79.408,93.169,124.102,79.648
805.56,85.001,96.845,80.701,93.268,79.381,92.328,123.439,76.239
805.74,84.493,95.901,81.847,93.547,80.381,91.598,123.385,77.259
805.91,85.629,97.006,81.482,92.311,80.822,91.318,125.148,78.649
806.09,85.959,96.868,81.542,90.927,80.041,89.768,127.192,77.53
806.26,85.604,96.805,81.326,90.425,81.116,90.801,124.521,78.709
806.44,86.688,97.097,81.788,91.604,80.992,90.93,123.5,79.457
806.61,86.805,96.345,81.57,92.29,81.624,92.793,125.057,79.239
806.79,86.235,97.068,81.352,91.465,81.9,93.093,126.052,82.407
806.96,86.292,96.769,80.797,90.876,81.831,93.238,127.063,80.189
807.14,87.398,95.962,80.646,91.128,82.629,93.042,127.564,78.781
807.31,87.686,95.956,80.639,90.85,82.789,93.921,125.635,79.443
807.49,88.194,96.641,80.718,90.864,82.59,93.866,126.62,77.78
807.66,88.74,97.455,80.062,89.492,82.494,93.274,126.515,79.101
807.83,89.268,97.69,80.9,89.863,84.041,93.603,127.239,78.688
808.01,89.072,96.976,81.924,90.167,83.62,93.836,126.061,81.682
808.18,89.62,97.721,81.552,89.633,83.91,93.855,128.023,82.36
808.36,88.759,97.74,80.649,89.052,83.628,93.234,128.81,82.47
808.53,88.503,96.515,80.878,89.787,84.136,94.007,129.87,82.719
808.71,88.767,96.587,81.947,91.052,82.606,95.055,133.359,84.095
808.88,89.03,96.838,82.291,92.183,82.599,95.455,129.728,80.692
809.06,89.187,98.149,82.456,91.885,83.457,95.495,132.647,78.058
809.23,89.085,97.462,83.132,92.641,83.329,95.95,135.134,76.505
809.41,90.181,98.183,82.088,91.968,82.499,95.204,137.711,76.613
809.58,89.496,98.335,80.8,92.088,82.417,93.957,133.736,80.147
809.76,89.78,98.744,79.913,92.665,84.359,93.425,135.274,80.371
809.93,90.043,98.831,79.026,92.123,83.578,91.699,135.265,79.985
810.11,89.039,99.05,80.152,92.629,84.583,91.758,134.909,81.151
810.28,89.284,99.07,80.92,92.509,84.577,90.855,133.669,80.591
810.46,89.944,98.789,79.132,91.584,84.47,90.469,129.686,84.125
810.63,89.731,98.861,79.689,92.356,84.277,90.671,130.865,84.075
810.8,89.466,99.359,79.42,92.104,83.842,90.666,135.33,84.188
810.98,89.524,99.165,79.782,92.704,83.044,89.946,139.077,86.281
811.15,89.318,98.595,78.872,92.43,83.233,90.275,138.804,87.09
811.33,88.807,97.985,79.338,92.655,83.778,89.888,139.399,85.621
811.5,88.443,96.874,78.765,92.387,83.139,90.134,136.6,87.668
811.68,88.364,96.822,78.473,91.819,82.97,89.713,136.928,86.416
811.85,88.354,96.492,79.384,91.844,83.233,89.029,137.206,88.507
812.03,88.967,96.616,80.475,93.016,83.72,88.981,135.449,87.769
812.2,89.736,97.269,79.997,91.565,84.327,88.211,134.349,87.987
812.38,90.365,97.665,79.22,90.131,85.543,87.587,133.53,88.155
812.55,91.243,97.808,79.287,89.841,85.47,86.379,133.188,90.67
812.72,91.149,96.399,78.769,90.709,84.713,86.483,132.535,91.7
812.9,91.291,96.91,78.463,89.664,84.033,85.835,129.496,94.413
813.07,90.154,96.79,77.705,90.294,83.407,87.056,128.466,94.546
813.25,90.348,96.966,78.549,90.868,82.562,89.066,132.023,94.608
813.42,91.094,97.303,78.359,90.669,80.885,90.911,128.624,92.518
813.6,91.584,98.153,79.087,91.334,81.779,90.655,128.734,97.01
